status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
13,11,30,48,2142,63,75,81,91,101,73,124,28,143,151,161,173,182,192,202,1
14,10,31,41,2132,64,72,82,92,102,74,124,27,143,153,162,173,182,191,201,1
13,10,30,410,1546,65,73,83,93,101,73,124,31,143,151,161,172,181,191,201,1
13,24,31,410,1287,63,75,84,92,101,75,124,37,143,151,162,173,182,192,202,1
13,10,30,410,1418,61,73,83,93,101,73,124,35,143,153,161,172,182,191,201,1
12,6,31,410,1343,65,75,81,93,101,75,124,46,143,151,162,173,181,191,201,1
13,18,30,410,2662,64,74,84,93,101,74,123,32,143,151,161,173,182,191,201,1
13,18,31,42,6070,65,75,83,93,101,75,122,33,143,151,162,173,182,192,202,1
13,24,31,45,1927,64,73,83,92,101,73,122,33,143,151,162,173,182,192,202,1
13,18,31,42,2404,65,73,82,92,101,73,122,26,143,151,162,173,182,191,202,1
13,6,31,42,1554,65,74,81,92,101,73,122,24,143,153,162,173,182,192,202,1
13,22,30,410,1283,64,74,84,92,101,75,123,25,143,153,161,173,182,191,202,1
13,24,32,410,717,64,75,84,94,101,75,122,54,143,151,162,173,182,192,202,1
14,24,30,41,1747,65,72,84,93,102,72,123,24,143,151,161,172,182,191,201,1
14,9,31,44,1288,61,75,83,93,103,75,124,48,143,151,162,173,181,191,201,1
14,10,31,410,1038,65,74,84,93,102,74,123,49,143,151,162,173,182,192,202,1
13,10,30,40,2848,61,73,81,93,102,73,124,32,143,151,161,173,181,191,202,1
13,12,30,40,1413,63,74,83,93,101,73,123,55,143,151,161,173,182,191,201,1
13,30,31,42,3077,64,75,83,93,101,73,122,40,143,151,162,173,181,192,202,1
14,24,34,40,3632,65,73,81,92,103,75,122,22,141,153,161,173,182,191,201,1
13,18,31,40,3229,64,71,82,93,101,75,121,38,143,151,161,174,182,192,202,1
13,9,30,410,3577,61,73,81,93,103,73,124,26,143,153,161,173,181,191,201,1
13,12,31,410,682,61,74,84,92,101,74,122,51,143,151,162,173,182,192,202,1
13,10,30,42,1924,65,73,81,93,101,75,123,38,143,151,161,173,182,192,201,1
13,10,30,45,727,62,75,84,93,101,75,121,46,143,152,161,173,182,192,202,1
12,10,31,410,781,65,75,84,93,101,75,121,63,143,152,162,173,182,192,202,1
14,12,31,410,2121,65,73,84,93,101,73,123,30,143,151,162,173,182,191,202,1
13,12,31,45,701,65,73,84,93,101,73,122,32,143,151,162,173,182,191,202,1
13,10,31,41,2069,64,73,82,94,101,72,122,26,143,151,162,173,182,191,201,1
13,24,30,410,1525,63,74,84,92,101,74,122,34,143,151,161,173,181,192,202,1
13,48,31,48,7629,64,75,84,91,101,73,122,46,141,151,162,174,181,191,202,1
14,12,31,410,3499,65,73,83,92,102,73,124,29,143,151,162,173,182,191,202,0
13,6,30,42,1346,61,75,82,93,101,75,121,42,141,152,161,173,181,192,202,1
13,36,31,40,10477,64,75,82,93,101,75,121,42,143,152,162,173,182,191,202,1
14,24,30,40,2924,65,73,83,93,103,75,121,63,141,151,161,173,181,192,202,1
13,10,31,410,1231,65,75,83,93,101,75,124,32,143,151,162,172,181,191,201,1
12,18,30,410,1961,65,75,83,92,101,73,122,23,143,151,161,174,182,191,202,1
13,15,31,410,5045,64,75,81,92,101,75,122,59,143,151,161,173,182,192,202,1
13,12,31,410,1255,65,75,84,93,101,75,124,61,143,151,162,172,182,191,202,1
14,12,30,41,1858,65,72,84,92,101,72,122,22,143,153,161,173,182,191,202,1
13,6,31,41,1221,64,73,81,94,101,73,123,27,143,151,162,173,182,191,202,1
13,9,30,41,1388,65,73,84,92,101,73,124,26,143,153,161,173,182,191,202,1
13,12,30,42,2279,64,73,84,93,101,75,121,37,143,152,161,173,182,192,202,1
13,12,33,41,2759,65,75,82,93,101,75,123,34,143,151,162,173,182,191,202,1
12,24,30,42,1258,62,73,83,92,101,74,122,57,143,151,161,172,182,191,202,1
11,12,33,47,1410,65,73,82,93,101,73,124,31,143,151,161,172,182,192,202,1
14,15,30,410,1403,65,73,82,92,101,75,122,28,143,153,161,173,182,191,202,1
14,24,30,41,3021,65,73,82,91,101,73,124,24,143,153,161,172,182,191,202,1
14,24,30,48,6568,65,73,82,94,101,73,122,21,142,151,161,172,182,191,202,1
13,24,31,42,2578,63,75,82,93,101,73,122,34,143,151,161,173,182,191,202,1
11,24,31,40,7758,63,75,82,92,101,75,121,29,143,153,161,173,182,191,202,1
14,6,30,43,343,65,72,84,92,101,72,124,27,143,151,161,173,182,191,202,1
13,21,32,41,1591,61,74,84,93,101,74,124,34,143,151,162,174,182,191,202,1
14,27,30,42,3416,65,73,83,93,101,73,122,27,143,151,161,174,182,191,202,1
14,12,33,44,1108,65,74,84,93,101,74,124,28,143,151,162,173,182,191,202,0
11,27,32,40,5965,65,75,81,93,101,73,122,30,143,151,162,174,182,192,202,1
11,15,30,44,1514,61,73,84,93,103,73,124,22,143,151,161,173,182,191,202,1
13,30,31,42,6742,64,74,82,93,101,74,123,36,143,151,162,173,182,191,202,1
14,18,30,41,3650,65,72,81,92,101,75,122,22,143,153,161,173,182,191,202,1
14,21,30,41,3599,65,74,81,92,101,75,122,26,143,153,161,172,182,191,202,1
13,60,31,410,13756,64,75,82,93,101,75,121,63,141,152,161,174,182,192,202,1
11,9,30,410,276,65,73,84,94,101,75,124,22,143,153,161,172,182,191,202,1
13,42,31,41,4041,62,73,84,93,101,75,124,36,143,151,162,173,182,192,202,1
11,9,30,42,458,65,73,84,93,101,74,124,24,143,151,161,173,182,191,202,1
11,9,30,41,918,65,73,84,92,101,72,123,30,143,151,161,173,182,191,202,0
13,24,30,410,7393,65,73,81,93,101,75,123,43,143,151,161,172,181,191,202,1
12,10,30,43,1225,65,73,82,93,101,73,122,37,143,151,161,173,182,192,202,1
14,24,30,40,2812,64,75,82,92,101,75,124,26,143,153,161,173,182,191,202,1
13,15,30,40,3029,65,74,82,93,101,73,122,33,143,151,161,173,182,191,202,1
12,12,31,410,1480,62,71,82,93,101,75,121,66,141,152,163,171,182,191,202,1
12,6,31,45,1047,65,73,82,92,101,75,123,50,143,151,161,172,182,191,202,1
13,15,31,42,1471,65,73,84,93,101,75,121,35,143,152,162,173,182,192,202,1
13,24,30,41,5511,61,73,84,93,101,72,122,25,142,151,161,173,182,191,202,1
11,9,30,42,1206,65,75,84,92,101,75,124,25,143,151,161,173,182,191,202,1
11,24,32,42,6403,65,72,81,93,101,73,122,33,143,151,161,173,182,191,202,1
13,12,30,42,707,65,73,84,93,101,73,124,30,141,151,162,173,182,191,202,1
13,12,32,40,1503,65,73,84,94,101,75,124,41,143,153,161,173,182,191,202,1
11,12,30,410,6078,65,74,82,93,101,73,122,32,143,151,161,173,182,191,202,1
11,27,30,48,2528,65,72,84,92,101,72,123,32,143,151,161,173,181,192,202,1
11,12,30,48,1037,61,74,83,93,101,75,124,39,143,151,161,172,182,191,202,1
14,6,30,40,1352,62,71,81,92,101,73,123,23,143,153,161,171,182,192,202,1
13,24,30,42,3181,65,72,84,92,101,75,123,26,143,151,161,173,182,192,202,1
13,18,30,42,4594,65,72,83,93,101,73,122,32,143,151,161,173,182,192,202,1
11,48,30,49,5381,64,71,83,93,101,75,121,40,141,152,161,171,182,192,202,1
13,15,30,40,4657,65,73,83,93,101,73,122,30,143,151,161,173,182,192,202,1
11,9,30,48,1391,65,73,82,94,101,72,124,27,141,151,161,173,182,192,202,1
11,18,30,48,1913,63,72,83,94,101,74,124,36,141,151,161,173,182,192,202,1
13,42,30,42,7166,64,74,82,94,101,75,123,29,143,153,161,173,182,192,202,1
13,13,30,42,1409,61,71,82,92,101,75,124,64,143,151,161,173,182,191,202,1
13,24,32,48,2978,64,73,84,93,101,75,124,32,143,151,162,173,181,192,202,1
13,12,31,42,976,64,75,84,93,101,75,122,35,143,151,162,173,182,191,202,1
13,24,32,48,2375,62,73,84,93,101,73,122,44,143,151,162,173,181,192,202,1
13,12,31,42,522,62,75,84,93,101,75,123,42,143,151,162,173,181,192,202,1
13,28,31,42,2743,65,75,84,93,101,73,122,29,143,151,162,173,182,191,202,1
13,11,31,42,1154,61,71,84,92,101,75,124,57,143,151,163,172,182,191,202,1
13,24,31,40,5804,63,73,84,93,101,73,124,27,143,151,162,173,182,191,202,1
13,18,31,42,1169,64,73,84,93,101,74,123,29,143,151,162,173,182,192,202,1
14,15,31,41,1478,65,75,84,93,101,75,122,44,143,151,162,173,181,192,202,1
13,12,30,42,776,65,73,84,94,101,73,124,28,143,151,161,173,182,191,202,1
11,11,31,410,1322,63,73,84,92,101,75,122,40,143,151,162,173,182,191,202,1
11,16,31,410,1175,65,71,82,93,101,74,122,68,143,152,163,171,182,192,202,1
13,12,30,410,2133,64,75,84,92,101,75,121,52,143,152,161,174,182,192,202,1
13,15,31,42,1829,65,75,84,93,101,75,122,46,143,151,162,173,182,192,202,1
13,12,31,42,717,65,75,84,93,101,75,124,52,143,151,163,173,182,191,202,1
11,39,32,45,11760,61,74,82,93,101,74,121,32,143,153,161,173,182,192,202,1
11,9,31,45,1501,65,75,82,92,101,74,122,34,143,151,162,174,182,192,202,0
14,12,30,45,1200,64,73,84,92,101,75,123,23,141,153,161,173,182,192,202,1
11,9,30,410,3195,64,73,81,92,101,73,124,33,143,151,161,172,182,191,202,1
13,30,31,42,4530,65,74,84,92,101,75,122,26,143,153,161,174,182,192,202,1
13,12,32,44,1555,63,75,84,93,101,75,121,55,143,152,162,173,181,191,202,0
11,15,31,48,2326,62,73,82,93,101,75,122,27,141,151,161,173,182,191,202,1
11,18,31,48,1887,64,73,84,94,101,75,124,28,141,151,162,173,182,191,202,1
13,12,31,48,1264,64,75,84,93,101,75,121,57,143,153,161,172,182,191,202,1
13,7,32,42,846,64,75,83,93,101,75,121,36,143,152,161,173,182,191,202,1
13,15,31,45,1532,61,73,84,92,101,74,122,31,143,151,161,173,182,191,202,1
13,6,32,42,935,65,73,83,92,101,73,124,24,143,151,161,173,182,191,202,1
14,27,31,48,2442,65,75,84,93,101,75,122,43,142,151,164,174,181,192,202,1
11,18,31,48,3590,65,71,83,94,101,74,122,40,143,151,163,171,181,192,202,1
13,21,31,41,2288,65,72,84,92,101,75,123,23,143,151,161,173,182,192,202,1
13,27,32,48,5117,65,74,83,93,101,75,122,26,143,151,162,173,182,191,202,1
14,39,31,41,14179,64,74,84,93,101,75,123,30,143,151,162,174,182,192,202,1
13,15,30,42,1386,64,73,84,94,101,73,124,40,143,153,161,173,182,192,202,1
13,12,31,42,618,65,75,84,93,101,75,124,56,143,151,161,173,182,191,202,1
13,12,30,41,1574,65,73,84,93,101,73,124,50,143,151,161,173,182,191,202,1
13,6,31,42,700,64,75,84,93,101,75,121,36,143,152,162,173,182,191,202,1
13,12,30,42,886,64,73,84,92,101,73,122,21,143,151,161,173,182,191,202,1
13,36,30,40,4686,65,73,82,93,101,73,121,32,143,152,161,174,182,192,202,1
11,9,30,42,790,62,73,84,92,101,74,124,66,143,151,161,172,182,191,202,1
11,12,30,42,766,62,73,84,93,101,74,124,66,143,151,161,172,182,191,202,0
14,20,30,41,2212,64,74,84,93,101,75,122,39,143,151,161,173,182,192,202,1
11,10,30,410,7308,65,71,82,93,101,75,121,70,141,152,161,174,182,192,202,1
11,24,31,45,5743,65,72,82,92,101,75,121,24,143,152,162,173,182,192,202,1
14,14,30,410,3973,65,71,81,93,101,75,121,22,143,152,161,173,182,191,202,1
11,60,32,42,7418,64,73,81,93,101,72,124,27,143,151,161,172,182,191,202,1
11,20,32,49,2629,65,73,82,93,101,74,122,29,141,151,162,173,182,192,202,1
11,18,30,48,1941,63,73,84,93,101,73,123,35,143,151,161,172,182,192,202,1
11,24,32,41,2333,64,72,84,93,101,73,123,29,141,151,161,172,182,191,202,1
13,12,30,40,2445,64,72,82,94,101,75,122,26,143,153,161,173,182,192,202,1
11,20,30,40,6468,64,71,81,91,101,75,124,60,143,151,161,174,182,192,202,1
11,18,31,41,7374,65,71,84,93,101,75,123,40,142,151,162,174,182,192,202,1
13,15,30,40,3812,61,72,81,92,101,75,122,23,143,151,161,173,182,192,202,1
14,28,30,410,4006,65,73,83,93,101,73,122,45,143,151,161,172,182,191,202,0
11,12,30,410,7472,64,71,81,92,101,73,124,24,143,153,161,171,182,191,202,1
12,12,30,41,1424,64,75,83,92,101,75,124,55,143,151,161,174,182,192,202,1
11,12,30,40,2028,64,73,84,93,101,73,122,30,143,151,161,173,182,191,202,1
13,15,30,410,5324,62,75,81,92,101,75,121,35,143,152,161,173,182,191,202,1
11,36,30,42,2323,65,74,84,93,101,75,122,24,143,153,161,173,182,191,202,1
13,12,30,45,1393,65,75,84,93,101,75,123,47,141,151,163,173,181,192,202,1
13,18,30,41,1984,65,73,84,93,101,75,121,47,141,152,162,173,182,191,202,1
13,24,30,42,999,64,75,84,93,101,73,122,25,143,151,162,173,182,191,202,1
13,36,30,48,7409,64,75,83,93,101,73,123,37,143,151,162,173,182,191,202,1
13,15,30,41,2186,64,74,81,92,101,75,124,33,141,153,161,172,182,191,202,1
12,36,30,42,4473,65,75,84,93,101,73,122,31,143,151,161,173,182,191,202,1
13,24,30,47,937,65,72,84,94,101,74,122,27,143,151,162,172,182,191,202,1
13,18,30,41,3422,65,75,84,93,101,75,123,47,141,151,163,173,181,192,202,1
13,24,30,42,3105,64,72,84,93,101,73,122,25,143,151,162,173,182,191,202,1
13,12,31,45,2748,65,75,82,92,101,75,121,57,141,152,163,172,182,191,202,1
11,18,30,44,3872,65,71,82,92,101,75,122,67,143,151,161,173,182,192,202,1
13,27,30,44,5190,64,75,84,93,101,75,123,48,143,151,164,173,181,192,202,1
11,18,30,41,3001,65,74,82,92,101,75,124,40,143,153,161,173,182,191,202,1
13,24,32,48,3863,65,73,81,93,101,73,121,32,143,152,161,173,182,191,202,1
13,12,31,41,5801,64,75,82,93,101,75,123,49,143,153,161,173,182,192,201,1
13,12,31,41,1592,63,74,83,92,101,73,123,35,143,151,161,173,182,191,202,1
13,12,31,48,1185,65,73,83,92,101,73,124,27,143,151,162,173,182,191,202,1
13,18,31,41,3780,65,72,83,91,101,73,122,35,143,151,162,174,182,192,202,1
11,18,31,41,3612,65,75,83,92,101,75,123,37,143,151,161,173,182,192,201,1
13,12,30,48,1076,65,73,82,94,101,73,124,26,143,151,161,173,182,192,202,1
13,12,30,410,3527,64,72,82,93,101,74,123,45,143,151,161,174,181,192,202,1
13,18,30,42,2051,65,72,84,93,101,72,124,33,143,151,161,173,182,191,202,1
13,12,31,41,3331,65,75,82,93,101,75,123,42,142,151,161,173,182,191,202,1
14,18,33,48,3104,65,74,83,93,101,72,123,31,141,151,161,173,182,192,202,1
13,24,31,42,2611,65,75,84,94,102,74,124,46,143,151,162,173,182,191,202,1
14,12,31,40,1409,65,75,84,93,101,74,124,54,143,151,161,173,182,191,202,1
13,24,30,42,1311,61,74,84,94,101,74,123,26,143,151,161,173,182,192,202,1
13,6,30,42,2108,65,74,82,94,101,73,124,29,143,153,161,173,182,191,202,1
13,24,31,40,4042,64,74,83,93,101,75,123,43,143,151,162,173,182,192,202,1
13,12,31,410,926,65,71,81,92,101,73,123,38,143,151,161,171,182,191,202,1
14,12,30,42,1680,62,75,83,94,101,72,124,35,143,151,161,173,182,191,202,1
13,24,30,410,1249,65,72,84,94,101,73,124,28,143,151,161,173,182,191,202,1
13,24,31,410,2463,61,74,84,94,101,74,123,27,143,151,162,173,182,192,202,1
13,6,30,42,1595,65,74,83,93,101,73,123,51,143,151,161,173,181,191,202,1
13,24,31,44,2058,65,73,84,91,101,73,124,33,143,151,162,173,182,192,202,1
13,24,30,40,7814,65,74,83,93,101,74,122,38,143,151,161,174,182,192,202,1
13,6,31,42,1740,65,75,82,94,101,73,124,30,143,153,162,173,182,191,202,1
13,12,31,42,1240,64,75,84,92,101,73,124,38,143,151,162,173,182,192,202,1
13,24,31,40,6842,64,73,82,93,101,75,123,46,143,151,162,174,181,192,202,1
13,24,31,41,5150,65,75,84,93,101,75,122,33,143,151,161,173,182,192,202,1
14,6,30,410,1203,61,75,83,93,101,73,123,43,143,151,161,173,182,192,202,1
13,6,31,410,2080,62,73,81,94,101,73,122,24,143,151,161,173,182,191,202,1
13,6,30,45,1538,65,72,81,92,101,73,121,56,143,151,161,173,182,191,202,1
11,24,31,410,3878,61,72,84,91,101,73,122,37,143,151,161,173,182,192,202,1
11,30,30,41,3832,65,72,82,94,101,72,123,22,143,151,161,173,182,191,202,1
13,15,30,410,3186,63,74,82,92,101,74,122,20,143,153,161,173,182,191,202,1
11,24,30,42,2896,61,72,82,93,101,72,122,29,143,151,161,173,182,191,202,1
11,24,32,48,6967,61,74,84,93,101,75,122,36,143,153,161,174,182,192,202,1
13,36,30,45,1819,65,73,84,93,101,75,121,37,142,152,161,173,182,192,202,0
13,24,30,42,5943,64,72,81,92,101,72,122,44,143,151,162,173,182,192,202,0
13,36,31,41,7127,65,72,82,92,101,75,123,23,143,153,162,173,182,192,202,0
13,36,30,41,3349,65,73,84,92,101,73,122,28,143,151,161,174,182,192,202,0
13,36,30,41,10974,65,71,84,92,101,73,122,26,143,151,162,174,182,192,202,0
13,6,30,42,518,65,73,83,92,101,72,124,29,143,151,161,173,182,191,202,1
13,18,30,42,1126,64,72,84,92,101,73,124,21,143,153,161,173,182,192,202,1
11,12,31,40,1860,65,71,84,93,101,73,122,34,143,151,162,174,182,192,202,1
13,36,31,42,9566,65,73,82,92,101,73,122,31,142,151,162,173,182,191,202,1
14,12,30,42,701,65,73,84,94,101,73,124,40,143,151,161,172,182,191,202,1
11,12,30,42,2930,65,74,82,92,101,72,124,27,143,151,161,173,182,191,202,1
13,18,30,42,1505,65,73,84,93,101,73,121,32,143,152,161,174,182,192,202,1
13,18,31,42,2238,65,73,82,92,101,72,122,25,143,151,162,173,182,191,202,1
13,4,31,42,1503,65,74,82,93,101,72,124,42,143,151,162,172,181,191,202,1
13,24,31,40,2197,64,74,84,93,101,75,122,43,143,151,162,173,181,192,202,1
12,12,30,42,1881,65,73,82,92,101,73,122,44,143,153,161,172,182,192,202,1
14,18,31,42,1880,65,74,84,94,101,72,123,32,143,151,162,174,182,192,202,1
14,18,30,42,2389,65,72,84,92,101,72,122,27,142,151,161,173,182,191,202,1
11,24,30,42,1967,65,75,84,92,101,75,122,20,143,151,161,173,182,192,202,1
13,4,31,410,3380,65,74,81,92,101,72,124,37,143,151,161,173,181,191,202,1
13,4,31,410,1455,65,74,82,93,101,72,124,42,143,151,163,172,181,191,202,1
13,7,31,42,730,64,75,84,93,101,73,123,46,143,153,162,172,182,192,202,1
11,18,33,41,3244,65,73,81,92,101,75,122,33,141,151,162,173,182,192,202,1
11,9,30,42,1670,65,72,84,92,101,73,122,22,143,151,161,173,182,192,202,0
11,48,30,42,3979,64,74,84,93,101,72,122,41,143,151,162,173,181,192,202,1
11,12,30,41,1922,65,73,84,93,101,73,123,37,143,151,161,172,182,191,202,0
11,18,31,41,1295,65,72,84,92,101,72,123,27,143,151,162,173,182,191,202,1
13,4,31,42,1544,65,74,82,93,101,72,124,42,143,151,163,172,181,191,202,1
11,8,30,48,907,65,72,83,94,101,73,124,26,143,151,161,173,182,192,202,1
11,30,30,42,1715,64,73,84,92,101,72,122,26,143,151,161,173,182,191,202,1
12,10,31,42,1347,64,74,84,93,101,73,123,27,143,151,162,173,182,192,202,1
11,12,30,410,1007,63,73,84,94,101,72,124,22,143,151,161,173,182,191,202,1
13,12,31,41,1402,62,74,83,92,101,75,122,37,143,153,161,173,182,192,202,1
11,12,30,410,2002,65,74,83,93,101,75,123,30,143,153,161,173,181,192,202,1
13,12,31,45,2096,65,74,82,93,101,74,124,49,143,151,161,172,181,191,202,1
13,12,30,410,1101,65,73,83,94,101,73,124,27,143,151,162,173,182,192,202,1
13,10,30,47,894,64,74,84,92,101,74,123,40,143,151,161,173,182,192,202,1
11,11,30,41,1577,63,72,84,92,101,72,124,20,143,151,161,173,182,191,202,1
13,33,32,48,2764,65,73,82,92,101,73,122,26,143,151,162,173,182,192,202,1
11,48,33,410,8358,62,72,81,92,101,72,122,30,143,151,162,173,182,191,202,1
12,12,30,41,1474,65,72,84,92,101,72,123,33,141,151,161,174,182,192,202,1
13,24,30,40,5433,64,71,82,92,101,75,123,26,143,153,161,174,182,192,202,1
11,14,30,48,1410,62,75,81,94,101,73,124,35,143,151,161,173,182,192,202,1
13,20,31,410,3485,64,72,82,91,101,75,124,44,143,151,162,173,182,192,202,1
13,18,31,40,3850,65,74,83,93,101,72,122,27,143,151,162,173,182,191,202,1
11,60,30,410,7408,61,72,84,92,101,73,123,24,143,151,161,174,182,191,202,0
12,24,30,42,1377,61,75,84,92,101,73,121,47,143,152,161,173,182,192,202,1
13,30,32,48,4272,61,73,82,93,101,73,123,26,143,151,162,172,182,191,202,1
11,24,32,42,1553,61,74,83,92,101,73,123,23,143,153,162,173,182,192,202,1
11,36,32,48,9857,61,74,81,93,101,74,123,31,143,151,162,172,181,192,202,1
13,6,31,410,362,61,73,84,92,101,75,122,52,143,151,162,172,182,191,202,1
13,12,31,41,1935,65,75,84,93,101,75,124,43,143,151,163,173,182,192,202,1
13,48,30,42,10222,64,74,84,93,101,74,122,37,142,151,161,173,182,192,202,1
12,12,30,410,1330,65,72,84,93,101,72,124,26,143,151,161,173,182,191,202,1
13,36,30,45,9055,64,73,82,93,101,75,121,35,143,152,161,172,181,192,202,1
11,26,30,40,7966,65,72,82,93,101,74,122,30,143,151,162,173,182,191,202,1
11,30,34,41,3496,63,73,84,93,101,73,122,34,142,151,161,173,181,192,202,1
11,36,30,40,6948,65,73,82,93,101,73,122,35,143,153,161,174,182,192,202,1
11,48,33,48,12204,64,73,82,93,101,73,122,48,141,151,161,174,182,192,202,1
14,36,30,41,3446,65,75,84,93,101,73,122,42,143,151,161,173,181,191,202,0
14,12,30,45,684,65,73,84,93,101,75,122,40,143,153,161,172,181,191,202,0
14,33,31,41,4281,62,73,81,92,101,75,122,23,143,151,162,173,182,191,202,0
14,42,30,42,7174,64,74,84,92,101,74,122,30,143,151,161,174,182,192,202,0
14,24,34,42,1546,65,74,84,93,103,75,122,24,141,153,161,172,182,191,202,0
14,24,30,41,2359,61,71,81,91,101,72,123,33,143,151,161,173,182,191,202,0
13,24,30,42,3621,61,75,82,93,101,75,122,31,143,151,162,173,182,191,202,0
14,12,30,43,741,61,71,84,92,101,74,123,22,143,151,161,173,182,191,202,0
14,12,30,41,7865,65,75,84,93,101,75,121,53,143,152,161,174,182,192,202,0
14,24,30,40,2910,65,74,82,93,101,72,121,34,143,152,161,174,182,192,202,1
14,18,31,410,5302,65,75,82,93,101,75,121,36,143,152,163,174,182,192,202,1
14,36,30,41,3620,65,73,81,93,103,73,123,37,143,151,161,173,181,191,202,1
14,18,30,42,3509,65,74,84,92,103,72,124,25,143,151,161,173,182,191,202,1
11,12,30,41,3017,65,72,83,92,101,72,124,34,143,153,161,174,182,191,202,1
14,12,30,41,1657,65,73,82,93,101,73,124,27,143,151,161,173,182,191,202,1
14,8,31,49,1164,65,75,83,93,101,75,121,51,141,152,162,174,181,192,202,1
14,36,31,41,6229,65,72,84,92,102,75,121,23,143,153,162,172,182,192,202,0
14,24,34,410,1193,65,71,81,92,102,75,121,29,143,153,162,171,182,191,202,0
14,30,33,41,4583,65,73,82,91,103,73,124,32,143,151,162,173,182,191,202,1
14,36,31,41,5371,65,73,83,93,103,73,123,28,143,151,162,173,182,191,202,1
14,12,30,41,708,65,73,82,93,103,74,123,38,143,151,161,172,181,191,202,1
14,21,31,410,571,65,75,84,93,101,75,124,65,143,151,162,173,182,191,202,1
14,30,30,42,2522,65,75,81,93,103,74,123,39,143,151,161,173,181,191,202,1
14,36,30,41,5179,65,74,84,93,101,73,123,29,143,151,161,173,182,191,202,0
14,36,30,40,8229,65,73,82,93,101,73,123,26,143,151,161,173,181,191,202,0
13,24,31,41,2028,65,74,82,93,101,73,123,30,143,151,162,172,182,191,202,1
14,6,30,410,1374,64,71,84,92,101,74,123,75,143,151,161,174,182,192,202,1
14,12,30,41,1289,65,73,84,93,103,72,123,21,143,151,161,172,182,191,202,1
14,36,30,41,2712,65,75,82,93,101,73,123,41,141,151,161,173,181,191,202,0
14,15,31,41,975,65,73,82,91,101,74,123,25,143,151,162,173,182,191,202,1
11,6,32,41,1050,65,71,84,93,101,72,123,35,142,151,162,174,182,192,201,1
14,6,31,410,609,65,74,84,92,101,74,123,37,143,151,162,173,182,191,202,1
14,48,30,40,4788,65,74,84,93,101,74,123,26,143,151,161,173,181,191,202,1
11,24,30,41,3069,61,75,84,93,101,75,121,30,143,152,161,173,182,191,202,1
11,12,30,410,836,61,72,84,92,101,73,123,23,141,151,161,172,182,191,202,0
14,12,30,41,2577,65,73,82,91,101,72,122,42,143,151,161,173,182,191,202,1
14,12,30,41,1620,65,73,82,92,102,74,123,30,143,151,161,173,182,191,202,1
14,15,30,41,1845,65,72,84,92,103,72,123,46,143,153,161,173,182,191,202,1
14,24,30,40,6579,65,71,84,93,101,73,121,29,143,152,161,174,182,192,202,1
14,12,30,410,1893,65,73,84,92,103,75,123,29,143,151,161,173,182,192,202,1
14,30,31,40,10623,65,75,83,93,101,75,121,38,143,152,163,174,181,192,202,1
14,18,30,410,2249,61,74,84,93,101,74,122,30,143,151,161,174,181,192,202,1
14,30,30,41,3108,65,72,82,91,101,75,123,31,143,151,161,172,182,191,202,0
11,12,31,410,958,65,74,82,93,101,74,124,47,143,151,162,172,181,191,202,1
13,24,30,40,9277,64,73,82,91,101,75,121,48,143,152,161,173,182,192,202,1
13,24,31,49,6314,65,71,84,93,102,73,121,27,141,151,162,174,182,192,202,1
14,12,31,40,1526,65,75,84,93,101,75,121,66,143,152,162,174,182,191,202,1
14,12,30,41,3590,65,73,82,93,102,73,123,29,143,151,161,172,181,191,202,1
14,24,31,40,6615,65,71,82,93,101,75,121,75,143,152,162,174,182,192,202,1
14,6,31,41,1872,65,71,84,93,101,75,121,36,143,152,163,174,182,192,202,1
13,12,30,410,2859,64,71,84,93,101,75,121,38,143,151,161,174,182,192,202,1
13,18,31,42,1582,63,75,84,93,101,75,122,46,143,151,162,173,182,191,202,1
13,6,30,47,1238,64,71,84,93,101,75,123,36,143,151,161,174,181,192,202,1
14,12,30,41,2578,65,71,83,92,101,75,121,55,143,152,161,174,182,191,202,1
14,15,31,41,1433,65,73,84,92,101,74,123,25,143,153,162,173,182,191,202,1
14,42,30,41,7882,65,74,82,93,103,75,123,45,143,152,161,173,181,191,202,1
14,24,30,41,4169,65,73,84,93,101,75,123,28,143,151,161,173,182,191,202,1
14,36,30,41,3959,65,71,84,93,101,74,123,30,143,151,161,174,182,192,202,1
14,36,30,410,3249,65,74,82,93,101,75,121,39,141,152,161,174,181,192,202,1
14,24,30,41,3149,65,72,84,93,101,72,121,22,141,152,161,173,182,191,202,1
14,12,31,41,2246,65,75,83,93,101,74,123,60,143,151,162,173,182,191,202,0
14,13,31,48,1797,65,72,83,93,101,72,123,28,141,151,162,172,182,191,202,1
14,20,31,41,4272,65,75,81,92,101,75,123,24,143,151,162,173,182,191,202,1
14,24,31,40,2957,65,75,84,93,101,75,123,63,143,151,162,173,182,192,202,1
14,36,31,41,2348,65,73,83,94,101,73,123,46,143,151,162,173,182,192,202,1
12,42,33,48,6289,65,72,82,91,101,72,123,33,143,151,162,173,182,191,202,1
14,24,31,40,6419,65,75,82,92,101,75,121,44,143,152,162,174,181,192,202,1
14,48,31,40,6143,65,75,84,92,101,75,121,58,142,152,162,172,182,191,202,0
13,24,31,45,1597,65,75,84,93,101,75,121,54,143,152,162,173,181,191,202,1
14,36,30,49,15857,65,71,82,91,102,74,122,43,143,151,161,174,182,191,202,1
